Drexel ID,First Name,Middle Name,Last Name,Major,Minor
gcs56,Gary,Charles,Schaefer,"Bachelor of Arts in English, Literary Studies Concentration",
rrb17,Robert,Robert,Brown,Bachelor of Science in Nutrition and Foods,
pgl11,Patricia,Georgia,Lines,Bachelor of Science in Geoscience,Minor in Women's and Gender Studies
amf799,Annie,Micaela,Fagan,Master of Science in Nursing (MSN) and Doctor of Philosophy in Nursing: MSN/PhD joint degree,Minor in User Experience and Interaction Design
scs12,Stanley,Charles,Sparks,Doctor of Philosophy in Computer Engineering,
dcj34,Dorothy,Connie,Johnson,Bachelor of Science in Economics in Economics,
lkn77,Lucille,Kathy,Newell,Bachelor of Science in Geoscience,Minor in Bioinformatics
bcm54,Brian,Christopher,Mccroy,Bachelor of Science in Business Administration(BSBA) in International Business,
rat854,Regina,Alma,Thompson,Doctor of Medicine (MD) and Doctor of Philosophy in Medicine (MD) / PhD,Minor in Mechanical Engineering and Mechanics
twf59,Terry,William,Frey,Bachelor of Arts in History,
hfd323,Hector,Frederick,Drummond,Bachelor of Science in Fashion Design,
arr28,Arthur,Randall,Robinson,"Bachelor of Arts in English, Literary Studies Concentration",Minor in Theatre
adh86,Adrian,David,Hartle,"Master of Science in Science, Technology, and Society",
hrc83,Henriette,Renata,Caldwell,Master of Science in Interior Architecture,
gdw94,Glenn,Donald,Wright,Master of Public Health in Public Health - Executive Program,
lpn99,Lisa,Paula,Nelson,Bachelor of Science in Design and Merchandising,
ejb67,Edwin,Joseph,Billings,"Doctor of Philosophy in Ecology, Evolution, and Earth Systems",
amm142,Antonio,Michael,Massenburg,Master of Science in Population Health Science,
emh15,Elizabeth,Michelle,Hill,Bachelor of Science in Music Industry,
jcf213,John,Charles,Fuller,"Bachelor of Science in Learning Sciences, Experience Design, and Technology",
rrh91,Ronald,Richard,Handy,Master of Science in Immunology,
mws48,Mike,William,Shannon,Education Specialist in School Psychology,Minor in Playwriting
ska43,Sandra,Karleen,Ankney,Bachelor of Science in Business Administration in Esport Business,
nhn136,Nancy,Heather,Netterville,Bachelor of Science in Business Administration in Operations and Supply Chain Management,
agm71,Andrew,Glenn,Miller,Master of Science in Immunology,
jas292,Janice,Angelia,Smith,Bachelor of Science in General Studies,
skp85,Stephanie,Kimberly,Pritchett,Master of Science in Artificial Intelligence and Machine Learning in Artificial Intelligence and Machine Learning,
rmb86,Rose,Mamie,Bravo,Bachelor of Science in Sustainability and Innovation,Minor in Engineering Product Development
jrf70,Judith,Renee,French,Bachelor of Science in Economics and Public Health,
dmi17,Donald,Matthew,Irwin,Doctor in Couple and Family Therapy in Couple and Family Therapy,
jjm11,Jay,Jerry,Mcgann,Bachelor of Science in Sustainability and Innovation,
ces54,Carl,Ernest,Sturgill,Bachelor of Science in Business Administration in General Business,
trl54,Thomas,Ryan,Lombardi,Bachelor of Science in Computing and Security Technology in Computing and Security Technology,
cmc65,Cynthia,Mary,Collura,Master of Science in Human Resource Development,
bsb30,Bryon,Steven,Brown,Bachelor of Science in Information Systems in Information Systems,Minor in Physics
emd142,Edward,Malcolm,Davis,Education Specialist in School Psychology,Minor in Television Industry and Enterprise
brl90,Bruce,Robert,Langenfeld,Bachelor of Science in Economics in Economics,
brc92,Bruce,Robert,Cook,Master of Science in Food Science,
sac73,Sylvia,Anna,Collins,Bachelor of Science in Art History,Minor in Jewish Studies
krb179,Karla,Rebecca,Burch,Bachelor of Science in General Studies,Minor in Global Engineering
kms787,Kenya,Mary,Stunkard,Master of Science in Economics in Economics,
dee62,Diane,Edith,Emery,Bachelor of Science in Materials Science and Engineering in Materials Science and Engineering,
jrj87,Jamison,Richard,Johnson,Bachelor of Arts in Law,
rkw633,Robert,Keith,Williams,Bachelor of Arts in Computer Science in Computer Science,
jrb91,James,Roger,Bush,Master of Science in Public Policy,
blw25,Barbara,Linda,Wood,Bachelor of Science in Computer Engineering in Computer Engineering,
jlk11,John,Leonard,King,Doctor of Philosophy in Neuroscience,
jjp892,Joseph,James,Pena,Bachelor of Science in Information Systems in Information Systems,
bsh24,Brian,Steven,Hayes,Bachelor of Science in Biological Sciences,
cjb97,Catherine,Jessie,Boese,Master of Science in Mechanical Engineering and Mechanics,
jeh92,Judy,Evelyn,Hernandez,Master of Health Science in Rehabilitation Sciences,
ljc289,Lee,James,Christensen,Master of Science in Nanomaterials,Minor in Philosophy
lga91,Laura,Gayle,Alvarado,Bachelor of Science in Economics and Business,
rrh93,Richard,Raymond,Hoggan,Bachelor of Science in General Studies,
dab11,Darlene,Alma,Borden,Master of Science in Urban Strategy,
ktk42,Karen,Tina,Kennedy,Bachelor of Science in Photography,
cjs36,Carolyn,Julie,Spencer,Bachelor of Science in Business Administration in Esport Business,Minor in Engineering Leadership
jjs49,Jesse,Julian,Szala,Bachelor of Science in Graphic Design,Minor in Nonprofit Communication
drb20,David,Robert,Bruce,Bachelor of Science in Business Administration in Marketing,Minor in Health Services Administration
rvl33,Robert,Vernon,Langevin,Master of Science in Medical Science,
eas97,Ellen,Anna,Stanley,"Master of Science in Communication, Culture and Media",
che634,Christopher,Harold,Engel,Bachelor of Arts in Mathematics,
kcb46,Kristen,Catherine,Barnhart,Bachelor of Science in Business Administration in Operations and Supply Chain Management,
ees81,Elaine,Earlene,Stgermain,Master of Science in Global and International Education,
jfk62,Joseph,Frank,Kobayashi,Bachelor of Science in Business Administration in Operations and Supply Chain Management,Minor in Middle East and North Africa Studies
ejm743,Eric,John,Miles,Bachelor of Science in Public Health,
gdk242,Gloria,Delois,Kirkland,Bachelor of Science in Engineering in Engineering,
sss36,Stella,Shelia,Scott,Doctor of Philosophy in Education,Minor in Actuarial Science
mro603,Martin,Richard,Okeefe,Doctor of Philosophy in Creative Arts in Therapy,
elw35,Elizabeth,Lacey,Walls,Bachelor of Architecture in Architecture,
pcb47,Palmira,Cheryl,Banks,Master of Science in Human Nutrition,
skd82,Sean,Kevin,Davies,Bachelor of Arts in Art History,
cmp992,Crystal,Meredith,Parra,"Master of Science in Business Information Technology in Business Information Technology (MSBIT), partnership of College of Computing & Informatics and the LeBow College of Business",
mml21,Mattie,Maxine,Longoria,Bachelor of Science in Business Administration in Organizational Management (co-major),
jrl42,Joanne,Roberta,Lewis,Master of Science in Environmental Engineering,
emm61,Eric,Matthew,Moore,Bachelor of Arts in History,
cab89,Christopher,Albert,Brown,Master of Science in Creativity and Innovation,
dad22,Darleen,Angelia,Davidson,Bachelor of Arts in Philosophy,
dpt40,Diane,Paula,Triplett,Bachelor of Science in Graphic Design,
gsm55,Gail,Sherrie,Murphy,Bachelor of Science in Economics and Data Science,
rww88,Robert,Wallace,Win,Bachelor of Science in Education: Non-Certification,
amw85,Audra,Marie,Williams,"Bachelor of Science in Behavioral Economics, Business and Organizations",Minor in Engineering Policy Analysis
jbf97,Jamar,Brian,Freeland,Master of Science in Computer Security and Privacy in Computer Security and Privacy,
klr82,Kevin,Lucas,Rogers,Bachelor of Science in Design and Merchandising,
ljh81,Latricia,Jeannette,Huff,Bachelor of Arts in Law,
bpj78,Bertha,Patricia,Johnson,Bachelor of Science in Interior Design,Minor in History of Capitalism
brc30,Betty,Rebecca,Callaway,Master of Science in Economics &amp; Computer Science in Economics and Computer Science,
gds15,George,Diane,Silkenson,Bachelor of Science in Physics,Minor in War and Society
ahm55,Alejandro,Henry,Mouret,Bachelor of Science in Business Administration in Operations and Supply Chain Management,Minor in Jazz and African-American Music
hfw89,Hazel,Fanny,White,"Bachelor of Arts in English, Literary Studies Concentration",
cao615,Christina,Alicia,Okeefe,"Master of Science in Science, Technology, and Society",
rer21,Rachel,Ellen,Rentas,"Bachelor of Science in Behavioral Economics, Business and Organizations",
ccb59,Cherie,Cynthia,Brown,"Bachelor of Science in Behavioral Economics, Business and Organizations",Minor in International Economics
cdl584,Carl,David,Litzenberg,Bachelor of Science in Business Administration in Business Economics (co-major),Minor in International Economics
pws51,Paul,William,Shelton,Master of Science in Complementary and Integrative Health,Minor in Sport Coaching Leadership
djw41,Dortha,Josephine,Worsham,Bachelor of Science Degree inNursing in Nursing,
cdp82,Chad,Dean,Paul,Doctor of Philosophy in Architectural Engineering,Minor in Technology Innovation Management
jgs73,Janice,Gwendolyn,Southard,Bachelor of Science in General Studies,Minor in Biochemistry
alh62,Alena,Lorene,Hursey,Bachelor of Science in Fashion Design,
bns57,Betty,Nova,Stewart,Bachelor of Science in Civil Engineering in Civil Engineering,
hjh236,Herman,John,Hubbard,Doctor of Philosophy in Biochemistry of Health & Disease,Minor in Systems Engineering
mpt66,Melvin,Peter,Tomkins,Master of Science in Project Management,
mkb37,Marjorie,Kimberly,Brady,"Bachelor of Arts in English, Writing Concentration",
pmc71,Pedro,Max,Chapman,Bachelor of Science in Nutrition and Foods,
etb12,Emily,Tamara,Barron,Master of Public Health in Epidemiology,
lkt28,Lacey,Kathryn,Thomas,Master of Science in Educational Administration,
jfb62,Jason,Fred,Biondo,Master of Science in Environmental Engineering,
mtg55,Martha,Taryn,Garland,Bachelor of Science Degree inNursing in Nursing,Minor in Information Systems
low83,Lois,Olivia,Wright,Bachelor of Science in Business Administration in Management Information Systems,
eem335,Ernestine,Elizabeth,Myers,Master of Science in Infectious Disease,Minor in Physics
mef628,Marlene,Eddie,Franco,Bachelor of Science in Business Administration(BSBA) in International Business,
dmg98,Donna,Margaret,Gaskins,Bachelor of Science in Economics and Mathematics,Minor in Jewish Studies
rjc589,Robert,Jeffrey,Carlson,Bachelor of Science in Business Administration in Finance,Minor in Management Information Systems
dta68,Donald,Timothy,Ashley,Bachelor of Science in Biological Sciences,
ekl79,Elise,Kathryn,Lainhart,Bachelor of Arts in Entrepreneurship & Innovation 3-year Option,
bgl984,Bessie,Grace,Lucas,"Master of Science in Quality, Safety and Risk Management in Health Care",
cmt486,Camilla,Marla,Truman,Bachelor of Architecture in Architecture,
eab97,Edwin,Arthur,Berry,program_name,
rdf99,Russell,David,Foreman,Master of Science in Healthcare Simulation,Minor in Biochemistry
tph16,Tracy,Patsy,Henderson,Bachelor of Science in Economics and Mathematics,
ech36,Edwina,Clara,Hernandez,"Bachelor of Arts in English, Literary Studies Concentration",
mah31,Marcus,Anthony,Holiday,Bachelor of Science in Product Design,
pmb41,Patricia,Madeline,Beatty,"Bachelor of Arts in English, Literary Studies Concentration",
ems80,Estela,Mabel,Solar,"Bachelor of Science in Learning Sciences, Experience Design, and Technology",
scd93,Shirley,Charlotte,Decoteau,Master of Science in Television & Media Management,
ajf52,Ann,Jane,Fitzpatrick,"Bachelor of Arts in Philosophy, Politics and Economics",
jmp62,Jim,Mitchell,Pinkerton,Bachelor of Science in Engineering in Engineering,
cbr376,Cherie,Betty,Racilis,Master of Science in Food Science,
dwm59,Donald,Wayne,Mabe,Bachelor of Arts in Art History,
mah749,Mark,Allen,Hershberger,Master of Laboratory Animal Science in Laboratory Animal Science,
pvp906,Pamela,Victoria,Pharmer,"Bachelor of Arts in English, Literary Studies Concentration",
ldb41,Leon,Donald,Burley,Master of Science in Global Health,
djp64,Dion,Jimmie,Page,Bachelor of Architecture in Architecture,Minor in Engineering Product Development
jwh35,Jaime,William,Hooks,Bachelor of Science in Behavioral Health Counseling,
rrj15,Robert,Robert,Jones,Bachelor of Science in Design and Merchandising,
bbh84,Brain,Bobby,Heiliger,Bachelor of Science in Digital Media and Virtual Production,
ees39,Eddie,Edward,Smitley,"Master of Science in Quality, Safety and Risk Management in Health Care",
rra69,Ralph,Randall,Alonzo,Bachelor of Science in Art History,
rjc53,Robert,Joe,Cheek,Bachelor of Science in Biological Sciences,
mrt736,Micheal,Roy,Thurman,Master of Science in Clinical Research Organization & Management,
ram652,Reynaldo,Anthony,Martinez,Bachelor of Science in Architectural Studies,
ljp27,Lonnie,Jonathan,Poppel,Doctor of Education in Educational Leadership and Management,
dss57,Deborah,Sarah,Smith,Bachelor of Science in Business Administration in Legal Studies,Minor in Biological Sciences
bmr42,Brenda,Melissa,Romeo,Bachelor of Science in Chemistry-Biochemistry Concentration,Minor in Environmental Engineering
sdc458,Stella,Dessie,Clark,Bachelor of Science in Engineering Technology in Engineering Technology,
dcg264,David,Chad,Gierisch,Bachelor of Science in Computer Science in Computer Science,
pgg78,Patrick,George,Godsey,Doctor of Nursing Practice in Nurse Anesthesia,Minor in Ecology
kfs14,Kenneth,Felix,Stenberg,Bachelor of Science in Film & Television,
mdd25,Marshall,Daniel,Dudley,Master of Science in Educational Administration,Minor in Somatics
wjh56,Wilbur,Jonathan,Hunter,Bachelor of Science in Chemistry,
rnv94,Rose,Nancy,Vanegas,"Master of Science in Teaching, Learning and Curriculum",
iat31,Iva,Ana,Tuggle,Bachelor of Science in Chemistry,
ara95,Anita,Rene,Albert,Bachelor of Science in Nutrition and Foods,
jla71,Jack,Leonard,Andrew,"Bachelor of Science in Behavioral Economics, Business and Organizations",Minor in Justice Studies
cck44,Claude,Courtney,Krieger,Bachelor of Arts in History,Minor in Biological Sciences
aaw59,Adam,Anthony,White,Bachelor of Science in Entertainment and Arts Management,Minor in Engineering Management
jts46,Jose,Thomas,Slostad,Master of Science in Biomedicine and Business,
rcj34,Richard,Christopher,Jones,program_name,
gcq63,Guillermo,Chad,Quinones,Bachelor of Science in Nutrition and Foods,
wnm66,Willie,Nathan,Myers,Bachelor of Arts in Political Science,
dcc401,Deborah,Catherine,Carter,Master of Science in Clinical Research for Health Professionals,
kbs22,Kimberly,Betty,Stretch,Bachelor of Science in Computer Science in Computer Science,Minor in Business Administration
ljd99,Lucas,John,Davis,Bachelor of Science in Business Administration in Technology Innovation Management (co-major),
cro73,Chas,Richard,Ober,Bachelor of Science in Fashion Design,
nad58,Nancy,Amanda,Donato,Bachelor of Science in Computing and Security Technology in Computing and Security Technology,Minor in Politics
mps17,Marie,Patsy,Shin,Bachelor of Science in Photography,Minor in Electrical Engineering
lji24,Louis,Jeffery,Iberg,Bachelor of Science in Game Design & Production,
mdd55,Michael,David,Downey,Bachelor of Science in Business Administration in Business Administration,
sme379,Sherri,Mildred,Echols,Bachelor of Arts in Art History,
tcb34,Thomas,Corey,Brickhouse,Bachelor of Science in Education: Non-Certification,
ekh47,Edward,Kenneth,Harris,Doctor of Philosophy in Creative Arts in Therapy,
rwj86,Rosann,Willie,Johns,Bachelor of Arts in Art History,
msl60,Maxima,Sally,Lawson,Bachelor of Architecture in Architecture,
cvd91,Charles,Vincent,Davis,Bachelor of Science in Product Design,Minor in Behavioral Economics and Business
jtv87,Jerry,Timothy,Valencia,Bachelor of Science in Economics and Mathematics,Minor in Engineering Policy Analysis
irc52,Ismael,Robert,Coleman,Bachelor of Arts in Economics in Economic Analysis,Minor in Fine Arts
mjy10,Mark,Jeffrey,Young,Bachelor of Science in Music Industry,Minor in Software Engineering
kmm99,Kathryn,Mae,Menjivar,Bachelor of Science in Business Administration in Esport Business,
hfd91,Hubert,Franklin,Domingo,Bachelor of Science in Education: Non-Certification,
mje39,Max,Juan,Essary,Bachelor of Science in Business Administration in Technology Innovation Management (co-major),Minor in Security Technology
djl93,David,John,Little,"Bachelor of Science in Learning Sciences, Experience Design, and Technology",Minor in Food Studies
lkl96,Lucas,Kristofer,Lints,Bachelor of Science in Economics and Public Health,
jmn34,Jessica,Mildred,Nance,Bachelor of Science in Environmental Engineering in Environmental Engineering,Minor in Systems Engineering
nsf94,Nadia,Stephanie,Fuller,Bachelor of Science in Health Sciences,
bhs195,Brian,Henry,Stallard,Bachelor of Science in Business Administration in Operations and Supply Chain Management,
jsr439,Judy,Shelley,Reiff,Bachelor of Arts in Global Studies,
ekd36,Eugenia,Keesha,Davis,Bachelor of Architecture in Architecture,Minor in Justice Studies
kkl11,Kayleigh,Kathy,Leftwich,Bachelor of Arts in History,
rwd87,Reginald,Walter,Daly,Master of Science in Environmental Engineering,Minor in Computer Crime
rbp84,Richard,Billy,Pewitt,Master of Public Health in Public Health,Minor in Physics
pam693,Peggy,Amy,Mackey,"Bachelor of Science in Behavioral Economics, Business and Organizations",
bdb54,Brian,Daniel,Beane,Bachelor of Science in Product Design,
jjm48,John,Javier,Matias,Master of Science in Physics,
ple18,Pauline,Lisa,Elliott,Bachelor of Arts in Sociology,
rjw81,Ranee,June,West,"Master of Science in Science, Technology, and Society",
cas10,Carl,Alfonso,Strong,Bachelor of Science in Engineering in Engineering,Minor in Addictions Counseling
wrp63,William,Richard,Price,Master of Science in Arts Administration and Museum Leadership,
trt18,Thomas,Rick,Turner,Bachelor of Science in Civil Engineering in Civil Engineering,
haw92,Helen,Annis,Wilson,Bachelor of Science in Dance,
sdh21,Susan,Diana,Hunt,Bachelor of Science in Nutrition and Foods,
rcg877,Robert,Carlos,Gray,Bachelor of Science in Dance,
cmh12,Clara,Mary,Hoover,Bachelor of Science in Westphal Studies Program,
ksj98,Kathy,Sharon,Jackman,Bachelor of Science in Environmental Science,Minor in STEM Education
dfs98,David,Francis,Sherman,Bachelor of Science in Psychology,Minor in Psychiatric Rehabilitation
jwk11,John,William,Kimbrell,Doctor of Physical Therapy in Physical Therapy,
era622,Eleanor,Rosa,Ackerson,Master of Science in Chemical Engineering,
caw25,Celia,Amanda,Whitehead,Bachelor of Arts in Mathematics,Minor in Screenwriting
lbl53,Lloyd,Brian,Landry,Master of Science in Digital Media,
amj40,Ann,Mary,Jenson,Bachelor of Science in Economics and Data Science,
hth523,Hugh,Thomas,Harres,Bachelor of Science in Behavioral Health Counseling,
wat63,William,Adam,Tipton,Bachelor of Science in Business Administration in Sport Business,
nae63,Nell,Ashley,Ellithorpe,Bachelor of Science in Dance - Part-time Professional,
jrh28,Juan,Ryan,Hamler,Bachelor of Science in Business Administration(BSBA) in International Business,Minor in Corporate Entrepreneurship
jac86,Janet,April,Cohen,Master of Public Health in Global Health,
jcm84,Judith,Cathy,Munoz,Bachelor of Arts in Global Studies,
mmd21,Malissa,Michelle,Depierre,Bachelor of Science in Westphal Studies Program,
bjm94,Bernard,Jeffrey,Myers,Bachelor of Arts in Law,
kkc88,Kevin,Kevin,Curling,Master of Science in Addictions Counseling,
dkj88,Dolores,Katherine,Jackson,Bachelor of Science in Nutrition and Foods,
ejs28,Eric,Joe,Sobus,Doctor of Philosophy in Neuroscience,Minor in Medical Sociology
kmd60,Kimberly,Mary,Demaray,Master of Science in Applied Behavior Analysis and Special Education,
djp614,David,Johnnie,Price,Bachelor of Science in User Experience and Interaction Design,Minor in Environmental Public Health
ddp78,Dinah,Debra,Polo,Bachelor of Science in Design and Merchandising,
vao317,Valerie,Alexia,Overton,Bachelor of Science in Animation & Visual Effects,Minor in Performing Arts
nsa43,Nicholas,Scott,Altenburg,Bachelor of Arts in Computer Science in Computer Science,
jbb81,Jose,Bruce,Barnes,Bachelor of Science in Geoscience,Minor in Psychology
cqm89,Charles,Quentin,Meyer,Master of Science in Business Analytics in Business Analytics,
trb95,Terry,Roy,Bowling,Master of Science in Integrated Biomedical Engineering and Business,
ijg366,Ira,James,Gerdes,Bachelor of Science in Film & Television,Minor in Psychiatric Rehabilitation
jgs94,John,Gregory,Shelton,Bachelor of Science in Materials Science and Engineering in Materials Science and Engineering,
erb65,Edward,Rodney,Bartley,Doctor of Philosophy in Materials Science and Engineering,
ads15,Andy,Danny,Simpson,Bachelor of Science in Business Administration in Business Administration,Minor in Engineering Product Development
wkd79,Willard,Keven,Dodson,Bachelor of Science in Behavioral Health Counseling,
pts95,Patrick,Timothy,Steele,Bachelor of Science in Data Science in Data Science,
rtm97,Richard,Tommy,Mcgregor,Bachelor of Science in Game Design & Production,
dns21,David,Nicholas,Smith,Master of Science in Biotechnology,
bcd41,Brandon,Charles,Disney,Master of Fine Arts in Creative Writing,
jja56,Jose,Joseph,Ames,Bachelor of Science in Business and Engineering in Business and Engineering,
arw62,Armando,Reginald,Weston,Master of Science in Educational Administration,Minor in Product Design
csf17,Charlotte,Silvia,Fitzhugh,Master of Public Health in Public Health,Minor in Jazz and African-American Music
ces53,Crystal,Erin,Summers,Bachelor of Science in Economics and Data Science,
rdr533,Richard,Deon,Riggs,"Master of Science in Biomedical Engineering (MS: School of Biomedical Engineering, Science and Health Systems)",Minor in Entertainment Engineering
ncg47,Nancy,Carla,Green,Master of Science in Business Analytics in Business Analytics,
mes92,Mary,Elizabeth,Scott,Bachelor of Science in Screenwriting and Playwriting,Minor in Psychology
sgj22,Samuel,Gregg,Johnson,Bachelor of Science in Nutrition and Foods,Minor in Art History
bmm66,Bridgette,Margaret,Mckinney,Master of Science in Bioinformatics,
ucs66,Ursula,Charlene,Schindler,Bachelor of Arts in Mathematics,
jba49,Jane,Brenda,Adkins,Bachelor of Science in Computer Engineering in Computer Engineering,Minor in Photography
ldf48,Levi,Daniel,Farthing,Bachelor of Science in Biological Sciences,
maa65,Mary,Andrea,Alston,Bachelor of Science in Dance - Part-time Professional,Minor in Nuclear Engineering
ggb26,Gabriel,Gerard,Blankenship,"Bachelor of Arts in English, Secondary Education Concentration",
jlh56,Joe,Louis,Hines,Bachelor of Science in Business Administration in Business Economics (co-major),
jsf53,Joseph,Shane,Friday,Bachelor of Science in Electrical Engineering in Electrical Engineering,Minor in Health Services Administration
sje83,Sheena,Jessica,Eccles,Bachelor of Architecture in Architecture,
lwb97,Leroy,William,Brueggeman,Master of Science in Computer Security and Privacy in Computer Security and Privacy,
jdy53,Jayme,Dianne,Young,Bachelor of Science in Chemistry-Biochemistry Concentration,Minor in History of Capitalism
rjb31,Richard,James,Becker,Bachelor of Science in Digital Media and Virtual Production,
jmd32,Janice,Marissa,Delargy,Master of Science in Mechanical Engineering and Mechanics,
jmk13,Jeffrey,Michael,Koopman,Bachelor of Science in Dance - Part-time Professional,
lsb45,Lynn,Shelly,Bilder,Bachelor of Arts in Art History,Minor in User Experience and Interaction Design
jcb61,Jonathan,Carl,Brown,Bachelor of Science in Nutrition and Foods,
rja12,Richard,Jefferson,Adams,Bachelor of Science in Digital Media and Virtual Production,
rbr66,Ruby,Barbara,Rosales,Bachelor of Science in Entertainment and Arts Management,
ses25,Sammie,Ernesto,Schaffer,Bachelor of Arts in Sociology,
mkm68,Maureen,Kimberly,Mckay,Doctor of Education in Educational Leadership and Management,
dcs11,Danielle,Christina,Smyer,Bachelor of Arts in Entrepreneurship & Innovation 3-year Option,Minor in Computing Technology
jba462,James,Brian,Ames,Master of Science in Professional Studies,Minor in DragonsTeach Math Certification Minor
jjc85,Jenna,Jodi,Cox,Bachelor of Science in Architectural Engineering in Architectural Engineering,
jmp77,Janis,Mable,Parker,Master of Science in Cybersecurity,
ldd898,Lynn,Diane,Davies,Bachelor of Science in User Experience and Interaction Design,Minor in Criminal Justice
bep14,Burl,Emilio,Patrick,Doctor of Philosophy in Computer Engineering,
aal19,Angela,Amy,Langowski,Bachelor of Science in Business Administration in Business (General),Minor in History of Capitalism
ljd11,Linda,Jessica,Drews,"Bachelor of Arts in English, Literary Studies Concentration",
ekd657,Eva,Kathleen,Davis,Master of Science in Urban Strategy,Minor in Criminal Justice
mfd30,Matt,Frank,Debarros,Bachelor of Science in Entertainment and Arts Management,
wjs833,William,John,Sullivan,Bachelor of Arts in Political Science,Minor in Management Information Systems
gad22,Gustavo,Albert,Davis,Master of Arts in Dance/Movement Therapy and Counseling,Minor in Public Health
mag431,Michelle,Aimee,Golden,Master of Science in Histotechnology,Minor in Sport Regulation & Compliance
ddr946,Donald,David,Riggings,Bachelor of Science in Hospitality Management in Hospitality Management,
dag56,Dora,Amber,Greer,Bachelor of Science in Business Administration in Operations and Supply Chain Management,
mes43,Michele,Elizabeth,Sell,Bachelor of Science in Photography,
ndw50,Nicholas,Douglas,Ward,Bachelor of Science in Business and Engineering in Business and Engineering,Minor in Linguistics
lmw66,Larry,Marcus,Whitted,Bachelor of Science in Electrical Engineering in Electrical Engineering,
sco17,Sandra,Cynthia,Osborne,"Bachelor of Arts in English, Writing Concentration",Minor in Social Entrepreneurship
grb29,Gary,Ray,Benson,Master of Science in Educational Administration,
egb296,Erik,George,Bassett,Master of Science in Strategic and Digital Communication,
vll185,Virginia,Lorie,Lopez,Bachelor of Arts in Chemistry,
kkh59,Katherine,Kathy,Howell,Bachelor of Science in Software Engineering in Software Engineering,Minor in Middle East and North Africa Studies
jar34,Janice,Alice,Reed,Master of Science in Creativity and Innovation,
arg248,Alberta,Roberta,Gulbranson,Bachelor of Science in Game Design & Production,
mst80,Marie,Sheila,Thornburg,Bachelor of Science in Health Sciences,
aas50,Alton,Andre,Sowers,Bachelor of Science in Business Administration in Sport Business,
emm47,Elsa,Mary,Morales,Master of Science in Professional Studies,Minor in Sport Regulation & Compliance
bdm628,Bonnie,Dianne,Mcgowan,Bachelor of Science in Business Administration in Marketing,
mnw78,Margaret,Nancy,Waldon,Bachelor of Science in Physics,Minor in Neuroscience
dbj73,Delisa,Betty,Johnston,"Bachelor of Arts in Philosophy, Politics and Economics",
csc75,Christy,Sandra,Candelaria,Bachelor of Science in Health Sciences,Minor in Asian Studies
cdl74,Cheryl,Dianne,Landry,Bachelor of Science in Digital Media and Virtual Production,Minor in Culinary Arts
klt729,Kara,Linda,Thomas,Master of Science in Systems Engineering,
mbf33,Mary,Bertha,Freyermuth,Bachelor of Science in Business Administration in Business Economics (co-major),
jcm55,Joey,Chris,Mode,"Bachelor of Arts in Philosophy, Politics and Economics",Minor in Mechanical Engineering and Mechanics
wjj93,William,Jake,Johnson,"Master of Science(MS) in Ecology, Evolution, and Earth Systems",
djh71,Donald,John,Hopkins,Bachelor of Science in Biomedical Engineering in Biomedical Engineering,
wsb28,Woodrow,Shawn,Beavers,Bachelor of Science in Public Health,Minor in Military Science
hdm80,Harold,Donald,Macdonald,Bachelor of Science in Health Services Administration,
wmo843,Whitney,Maudie,Olson,Master of Science in Educational Administration,Minor in Astrophysics
cbj54,Chad,Bradley,James,Bachelor of Science in Health Services Administration,
mtr373,Michael,Thomas,Robie,Bachelor of Science in Public Health,
kjw48,Keri,Jackie,Woolum,Bachelor of Science in User Experience and Interaction Design,
mbb66,Minnie,Beverlee,Baca,Master of Science in Interdisciplinary Health Sciences,
jmf73,Judith,Maria,Forester,Bachelor of Science in Environmental Science,
ksm582,Kevin,Steven,Mckinsey,Master of Public Health in Urban Health,
cjw90,Charles,Jeff,Weaver,Bachelor of Science in Digital Media and Virtual Production,
jkf43,Jamison,Kevin,Franklin,"Doctor of Philosophy in Biomedical Engineering (PhD: School of Biomedical Engineering, Science and Health Systems)",
ajn33,Angela,Joann,Niss,Master of Science in Project Management,
cgp55,Charles,Gene,Parker,Bachelor of Science in Health Data Analytics,
wfm31,Willie,Florence,Moya,Master of Science in Clinical Research Organization & Management,Minor in Photography
djs932,Denver,John,Simpson,Bachelor of Science in General Studies,
krm72,Keith,Roberto,Muellerleile,Bachelor of Science in Dance - Part-time Professional,Minor in Middle East and North Africa Studies
mlt60,Martin,Lorenzo,Tyrrell,Master of Science in Bioinformatics,
eec516,Eliza,Elissa,Cross,Doctor of Philosophy in Civil Engineering,
gja74,Grace,Julie,Arnett,Master of Public Health in Public Health,
mfr54,Mary,Florence,Roper,Bachelor of Science in Business Administration in Operations and Supply Chain Management,
gjj778,Gerard,James,Jacobs,"Bachelor of Arts in English, Literary Studies Concentration",
ssc26,Silas,Samuel,Crain,Bachelor of Architecture in Architecture,
mwm50,Mark,William,Mccord,Bachelor of Science in Physics,
rsp453,Rose,Suzanne,Pierre,Bachelor of Science in Business Administration in Business Administration,
mrc61,Marvin,Ronald,Cisneros,Bachelor of Science in Economics and Business,
mae51,Mary,Alyssa,Ellis,Doctor of Philosophy in Health and Rehabilitation Sciences,
jdd22,John,Don,Dillon,Master of Science in Drug Discovery and Development,
aav62,Ardis,Ashley,Verstraete,Bachelor of Science in Public Health,
das93,Danielle,Amber,Simon,Bachelor of Science in Geoscience,Minor in Photography
