date_of_birth,primary_department,annual_salary,job_title,drexel_id,drexel_id,full_name
5/12/1970,Materials Science and Engineering,100508,Professor,opo75,opo75,Oksana Odintsova
7/21/1973,Politics,111328,Professor,os156,os156,Oliver Schaer
1/10/1967,Biology,88243,Professor,oss91,oss91,Ornella Stichter
10/12/1954,Psychological and Brain Sciences,95926,Professor,pa698,pa698,Peter Amato
9/19/1977,"""Civil",101016,Professor,pa866,pa866,Philip A
5/23/1990,Engineering Leadership and Society,105070,Professor,pac34,pac34,Polly College
9/16/1956,Global Studies and Modern Languages,112705,Professor,pag13,pag13,Pamela Geller
11/14/1992,Biology,95072,Professor,pah21,pah21,Peter Hoffmann
1/2/1962,Chemistry,110551,Professor,pak887,pak887,Peggy Kong
8/3/1964,"""Biodiversity",83898,Professor,pal56,pal56,Peter Lewin
3/15/1994,Biology,84692,Professor,pam14,pam14,Pasqualina Montgomery
4/15/1960,Sociology,87685,Research Manager,pam79,pam79,Patricia Matchett
1/1/1969,Criminology & Justice Studies,84599,Professor,pas13,pas13,Paul Shapiro
4/13/1979,"""Biodiversity",106324,Professor,pas97,pas97,Phyllis Swint
2/15/1956,Chemical and Biological Engineering,104245,Professor,pb529,pb529,Pia Brancaccio
1/15/1971,"""Civil",103007,Professor,pbc37,pbc37,Paul Cortopassi
1/1/1963,Criminology & Justice Studies,87605,Professor,pc216,pc216,Preetha Chatterjee
2/4/1984,Criminology & Justice Studies,85592,Professor,pc735,pc735,Patrick Clarke
1/27/1984,English & Philosophy,104306,Professor,pcg79,pcg79,Paul Gondek
7/22/1995,Politics,42535,Receptionist/Scheduler,pch98,pch98,Patricia Hedgpeth
11/21/1994,Chemical and Biological Engineering,104938,Adjunct Instructor,pcr31,pcr31,Phillip Ramos
9/6/1995,Physics,106829,Professor,pd137,pd137,Peter Deak
8/15/1986,Chemical and Biological Engineering,85797,Professor,pdb96,pdb96,Patricia Bobo
2/22/1957,Global Studies and Modern Languages,103044,Clinician,pde91,pde91,Pamela Evers
3/24/1968,History,99216,Professor,pde994,pde994,Patricia Egbert
9/23/1986,Engineering Leadership and Society,100081,Professor,pdg54,pdg54,Pia Girolamo
10/24/1960,History,88907,Professor,pdm34,pdm34,Petyo Manev
12/2/1989,"""Civil",56436,Academic Advisor,pdn41,pdn41,Penny Nutter
12/18/1952,Mathematics,41289,Receptionist/Scheduler,pds51,pds51,Patricia Stites
9/26/1994,"""Civil",90260,Professor,pds95,pds95,Patrick Smith
9/8/1979,"""Biodiversity",93714,Professor,pef43,pef43,Paul Flanagan
8/16/1954,Materials Science and Engineering,106300,Professor,peg29,peg29,Phillip Garcia
6/18/1956,Chemical and Biological Engineering,86159,Professor,peh96,peh96,Paul Harrington
9/4/1957,English & Philosophy,104519,Professor,pep72,pep72,Penny Parker
12/2/1994,"""Civil",106962,Professor,pfb43,pfb43,Patrick Bray
7/18/1974,Politics,111301,Professor,pfe23,pfe23,Peter Egan
2/18/1988,Sociology,110186,Professor,pfv298,pfv298,Paolo Volpin
12/5/1992,Chemical and Biological Engineering,93036,Professor,pg133,pg133,Pavel Greenfield
7/10/1977,"""Biodiversity",89075,Professor,pg738,pg738,Peter Grillo
7/3/1965,Politics,103592,Professor,pg957,pg957,Prateek Gulati
5/5/1985,Chemical and Biological Engineering,99723,Professor,pgm22,pgm22,Polly McKenna-Cress
7/8/1992,Mechanical Engineering and Mechanics,110554,Professor,pgo877,pgo877,Paul O'Neill
2/19/1983,Materials Science and Engineering,90264,Professor,ph193,ph193,Pawel Hitczenko
1/3/1973,"""Civil",106255,Professor,phk77,phk77,Philip Kulp
8/4/1965,Psychological and Brain Sciences,99004,Professor,phr99,phr99,Pat Russell
5/28/1993,Communication,95946,Professor,pjb94,pjb94,Patrick Bailey
10/8/1985,Communication,148076,Program Director,pjc532,pjc532,Pedro Chen
3/21/1951,Chemical and Biological Engineering,89820,Professor,pjc87,pjc87,Peter Clelland
2/27/1964,Materials Science and Engineering,86729,Finance Coordinator,pjc99,pjc99,Pearlie Cook
7/28/1967,Criminology & Justice Studies,84648,Professor,pjd84,pjd84,Paul Diefenbach
10/24/1992,Communication,109817,Professor,pjo46,pjo46,Patrick O'Brien
5/15/1984,Criminology & Justice Studies,101222,Professor,pjs80,pjs80,Philip Sinatra
8/4/1991,Criminology & Justice Studies,92613,Professor,pjs88,pjs88,Paul Salvaggio
3/24/1983,Electrical and Computer Engineering,72319,Talent Acquistion Consultant,pjy38,pjy38,Patricia Young
8/18/1966,Chemistry,94538,Professor,pk676,pk676,Parfait Kouacou
5/6/1986,"""Biodiversity",60970,Administrative Coordinator,pkc501,pkc501,Patricia Childress
6/21/1961,Politics,110110,Adjunct Instructor,plg12,plg12,Patrick Gallagher
4/2/1986,Sociology,95974,Professor,plg35,plg35,Patrick Gurian
7/23/1973,Communication,101690,Professor,plh16,plh16,Penny Hammrich
6/17/1952,History,104767,Finance Coordinator,plt52,plt52,Paul Thompson
8/25/1981,Criminology & Justice Studies,95438,Professor,pm847,pm847,Parag More
12/13/1994,Psychological and Brain Sciences,87067,Professor,pm881,pm881,Peter Mao
4/18/1984,Chemical and Biological Engineering,88128,Professor,pma39,pma39,Pat Awerbuch
12/21/1985,"""Biodiversity",31807,Reference Librarian,pmb71,pmb71,Patricia Bechtel
7/30/1953,Not Applicable,145000,Dean,pmc49,pmc49,Paula Cohen
5/2/1988,Politics,98912,Professor,pmd42,pmd42,Pekalvine Dadjo
5/13/1985,Biology,92807,Professor,pmd58,pmd58,Patrick Denehy
11/23/1950,Criminology & Justice Studies,91570,Professor,pmg943,pmg943,Patricia Gallagher
4/15/1994,Electrical and Computer Engineering,87083,Professor,pms44,pms44,Perry Santulli
6/22/1975,Physics,92277,Professor,pms84,pms84,P Shankar
3/17/1957,Chemistry,65112,Talent Acquistion Consultant,pmw87,pmw87,Patricia Wilson
3/11/1954,Electrical and Computer Engineering,109613,Professor,pn382,pn382,Providenza N
8/1/1977,Mathematics,97727,Professor,pn499,pn499,Prawat Nagvajara
2/23/1964,Sociology,93698,Professor,pp634,pp634,Paolo Pilladi
10/9/1989,Materials Science and Engineering,106375,Professor,pp898,pp898,Paul Phan
7/10/1973,History,72174,Accountant,pra47,pra47,Paul Autrey
5/7/1969,Biology,104341,Clinician,prc66,prc66,Pamela Collins
8/25/1959,Chemical and Biological Engineering,30363,Reference Librarian,prh269,prh269,Patricia Herman
1/9/1962,History,84634,Professor,prj26,prj26,Paul Jerue
4/3/1965,Psychological and Brain Sciences,70259,Administrative Coordinator,prr45,prr45,Preston Rojas
6/12/1976,Sociology,92373,Professor,prr73,prr73,Paul Runyon
6/6/1972,English & Philosophy,90178,Professor,prz70,prz70,Patti Zuzelo
1/9/1973,Engineering Leadership and Society,89173,Professor,ps943,ps943,Pablo S
4/11/1959,History,85141,Professor,psa31,psa31,Phil Apostol
5/6/1994,"""Civil",55788,Designer,psc12,psc12,Paul Caldwell
4/16/1963,,56797,Drexel Central Coordinator,psd75,psd75,Priscilla Daniels
4/26/1972,Biology,86930,Professor,psj57,psj57,Porsche Johnson
2/24/1953,Materials Science and Engineering,101704,Senior Advisor,psr89,psr89,Percy Roberson
12/6/1970,Criminology & Justice Studies,98440,Professor,pss85,pss85,Paulina Sockolow
4/15/1960,Criminology & Justice Studies,87419,Research Professor,ptc189,ptc189,Perry Clayton
9/17/1994,Communication,151771,Deputy Director,ptc90,ptc90,Patrick Catton
2/7/1976,Electrical and Computer Engineering,95454,Professor,pty74,pty74,Pok-Yin Yu
4/3/1974,Engineering Leadership and Society,96127,Professor,pvm40,pvm40,Paul McCullough
3/27/1983,Electrical and Computer Engineering,65503,Human Resources,pvw27,pvw27,Pamela Winegarden
8/19/1981,Communication,94109,Professor,pwb64,pwb64,Paul Brandt-Rauf
5/19/1991,Materials Science and Engineering,104810,Professor,pwd11,pwd11,Paul Deroo
7/7/1965,Mechanical Engineering and Mechanics,56048,Psychologist,pwd85,pwd85,Paul Deangelis
4/4/1968,Psychological and Brain Sciences,95493,Professor,pwd931,pwd931,Prudence Dalrymple
1/26/1974,Physics,85072,Finance Coordinator,pwp34,pwp34,Pedro Patterson
1/6/1986,Communication,88019,Professor,py989,py989,Pamela Yau
1/8/1994,Mechanical Engineering and Mechanics,85223,Professor,pzp642,pzp642,Pamela Poe
3/14/1995,Mathematics,109821,Professor,qd136,qd136,Qizhi Dai
5/28/1979,Physics,99951,Professor,qgf40,qgf40,Quanice Floyd
8/24/1974,Mathematics,96139,Professor,qr612,qr612,Qil Rogers
3/17/1961,Sociology,84377,Professor,qs834,qs834,Qingyue Sun
10/9/1982,Chemistry,96526,Professor,qw238,qw238,Qi Wang
7/7/1964,Sociology,95367,Professor,ra212,ra212,Rubyat Alam
12/21/1961,Global Studies and Modern Languages,97507,Professor,ra485,ra485,Ram Arthanari
9/20/1979,English & Philosophy,111825,Professor,ra498,ra498,Rose Ann
9/22/1993,Global Studies and Modern Languages,92786,Senior Advisor,rac17,rac17,Robert Cannon
3/14/1989,Global Studies and Modern Languages,86500,Department Head,rac52,rac52,Rebecca Clothey
5/12/1962,History,93127,Professor,rac653,rac653,Rebecca Clothey
9/20/1958,Sociology,90530,Professor,rac74,rac74,Richard Cairncross
5/28/1966,Chemical and Biological Engineering,98553,Professor,rad68,rad68,Rose Drew
1/13/1990,Mathematics,96452,Professor,rag72,rag72,Rick Grandrino
7/16/1977,Criminology & Justice Studies,87161,Professor,rah13,rah13,Robert Hicks
6/23/1972,Criminology & Justice Studies,85426,Professor,rah80,rah80,Rachel Higgins
8/1/1970,Physics,101942,Professor,ral73,ral73,Rocco Lugrine
3/22/1977,History,99397,Professor,ram21,ram21,Roger McCain
1/27/1951,Chemistry,110755,Professor,ram76,ram76,Robert Maschi
10/6/1992,Engineering Leadership and Society,84826,Professor,rap87,rap87,Rikki Patton
8/9/1968,"""Biodiversity",108385,Professor,rar97,rar97,Rob Rumburg
12/14/1984,English & Philosophy,84186,Professor,ras28,ras28,Robert Sieczkiewicz
3/10/1985,,34463,Public Safety Officer,ras30,ras30,Richard Seitz
7/18/1982,Chemical and Biological Engineering,107509,Professor,ras53,ras53,Riya Shah
9/5/1963,Chemistry,97327,Professor,ras80,ras80,Rashidah Salam
11/9/1969,Physics,99241,Professor,rat77,rat77,Ross Trachtenberg
10/22/1954,Chemistry,92271,Professor,raw56,raw56,Robert Watts
5/18/1992,Politics,100418,Professor,rb257,rb257,Rita Berson
10/23/1983,History,109631,Professor,rb767,rb767,Rachel Benjamin
1/12/1960,Sociology,100060,Professor,rba49,rba49,Richard Astro
9/16/1972,Physics,67326,Designer,rbb31,rbb31,Rodrick Bess
1/8/1985,,29465,Janitor,rbb74,rbb74,Ruth Brogan
8/23/1986,Engineering Leadership and Society,53808,Talent Acquistion Consultant,rbd73,rbd73,Robert Davis
3/19/1993,Global Studies and Modern Languages,56416,Psychologist,rbk57,rbk57,Robert Krzeczkowski
4/2/1983,Chemical and Biological Engineering,111752,Clinician,rbl68,rbl68,Russell Lampe
10/3/1970,Mechanical Engineering and Mechanics,39915,Science Librarian,rbn75,rbn75,Rebecca Nugent
5/16/1969,History,154070,Research Director,rbs73,rbs73,Robert Sylvester
10/9/1952,Chemical and Biological Engineering,88591,Professor,rcb55,rcb55,Ron Bishop
3/27/1973,Sociology,86739,Professor,rcb56,rcb56,Richard Barnett
11/27/1968,Global Studies and Modern Languages,68974,Administrative Coordinator,rcf98,rcf98,Ruth Flynn
2/18/1970,,63730,Financial Aid Officer,rcj27,rcj27,Robert Joseph
3/13/1960,English & Philosophy,43146,Reference Librarian,rcm916,rcm916,Richard Mckenzie
7/7/1976,Psychological and Brain Sciences,84828,Professor,rcn44,rcn44,Robert Nally
8/18/1961,Physics,53845,Human Resources,rco63,rco63,Regina Olson
2/1/1956,English & Philosophy,70770,Administrative Coordinator,rcr96,rcr96,Robert Rolfe
4/16/1961,Mechanical Engineering and Mechanics,112579,Professor,rd605,rd605,Richardson Dilworth
1/13/1956,Sociology,84997,Professor,rd835,rd835,Robert D'Ovidio
1/6/1984,Materials Science and Engineering,104250,Program Coordinator,rdb81,rdb81,Robert Boyd
6/24/1971,Politics,105084,Professor,rdj59,rdj59,Roberta Johnson
12/28/1991,Criminology & Justice Studies,96517,Professor,rdt31,rdt31,Rob Tochterman
10/8/1964,Sociology,95453,Professor,rdw451,rdw451,Richard White
10/24/1967,Global Studies and Modern Languages,35403,Learning Specialist,rdz282,rdz282,Rafael Zimmerman
1/5/1993,Chemical and Biological Engineering,96627,Professor,re712,re712,Renata Estes
4/25/1958,Mathematics,110698,Professor,rea21,rea21,Rose Adkisson
2/6/1984,Chemical and Biological Engineering,89523,Research Manager,rek31,rek31,Robert Krause
4/26/1965,Mathematics,101450,Professor,rek65,rek65,Rachel Kuperinsky
5/21/1963,Mathematics,103861,Professor,rek92,rek92,Ronnie Kramer
7/13/1976,Physics,82104,Finance Coordinator,rel63,rel63,Richard Littlejohn
12/13/1988,Mechanical Engineering and Mechanics,101885,Professor,rel763,rel763,Raymond Liguori
6/7/1981,Global Studies and Modern Languages,96031,Professor,rel795,rel795,Rob Lloyd
7/10/1993,"""Biodiversity",96688,Professor,ren396,ren396,Robert Nalls
7/1/1995,Politics,100195,Professor,rer29,rer29,Rosemary Rys
7/25/1951,Global Studies and Modern Languages,83623,Professor,ret24,ret24,Rosemary Trout
2/7/1976,Mechanical Engineering and Mechanics,43618,Science Librarian,rew51,rew51,Rose White
11/12/1957,Global Studies and Modern Languages,82397,Professor,rew79,rew79,Riley Wilkins
3/5/1974,Global Studies and Modern Languages,58529,Psychologist,rey779,rey779,Robert Younts
1/16/1976,Electrical and Computer Engineering,103303,Professor,rf508,rf508,Reza Farasat
10/7/1970,"""Biodiversity",100686,Professor,rf648,rf648,Robert Foster
5/26/1989,History,38236,Science Librarian,rfb40,rfb40,Randall Blackaby
1/24/1986,"""Biodiversity",110428,Professor,rfc38,rfc38,Ruth Crothers
11/23/1961,Sociology,89654,Professor,rfc56,rfc56,Renata Carneiro
5/9/1967,Mathematics,108676,Professor,rfd27,rfd27,Robert Diemer
5/25/1977,Chemistry,83539,Professor,rfm29,rfm29,Ruth Martinez
12/13/1981,Politics,104585,Professor,rfm41,rfm41,Robert Murray
1/24/1986,Sociology,94696,Research Professor,rfs53,rfs53,Rodney Sanders
4/5/1985,Psychological and Brain Sciences,83523,Professor,rg219,rg219,Rajashi Ghosh
8/7/1969,Engineering Leadership and Society,105363,Professor,rg452,rg452,Remi Gurak
11/8/1958,Communication,111640,Professor,rg653,rg653,Ramesh Garimella
4/20/1962,Global Studies and Modern Languages,101886,Research Professor,rgd32,rgd32,Russell Dodds
11/11/1970,Engineering Leadership and Society,110509,Professor,rgf10,rgf10,Rebecca Fogle
1/24/1958,"""Biodiversity",83063,Professor,rgg68,rgg68,Ronald Gerhart
12/24/1989,Global Studies and Modern Languages,83341,Professor,rgn70,rgn70,Russell Neilson
1/25/1981,,65500,Drexel Central Coordinator,rgs11,rgs11,Roger Smith
10/23/1962,Mathematics,110511,Senior Advisor,rgt611,rgt611,Ralph Torros
7/11/1981,Electrical and Computer Engineering,109207,Professor,rh133,rh133,Rayna Hughes
1/13/1995,Mathematics,105071,Professor,rh673,rh673,Ryan Hummel
10/23/1955,Criminology & Justice Studies,89465,Professor,rhc82,rhc82,Raymond Carroll
2/28/1984,Chemical and Biological Engineering,185662,Research Director,rhd51,rhd51,Robert Dorsey
1/16/1958,Criminology & Justice Studies,83685,Professor,rhm20,rhm20,Renee Moore
12/1/1970,Chemistry,98429,Professor,rho38,rho38,Rich Olaya
4/20/1978,Chemical and Biological Engineering,84047,Professor,rhs48,rhs48,Robert Swan
11/18/1988,Chemistry,56880,Software Engineer,rhs82,rhs82,Robert Shipley
10/13/1956,Chemistry,83509,Professor,ria66,ria66,Reuben Advani
12/4/1953,Mathematics,84017,Professor,rif105,rif105,Robert Field
1/4/1969,Biology,62850,Assistant Professor,rim44,rim44,Robin Montalvo
11/13/1958,History,100480,Professor,rjc486,rjc486,Ryan Clancy
11/9/1968,Global Studies and Modern Languages,109425,Senior Advisor,rjc597,rjc597,Rudolph Coleman
1/2/1982,Physics,90998,Senior Advisor,rjc66,rjc66,Robert Chaplin
9/20/1953,Chemical and Biological Engineering,111110,Senior Advisor,rje95,rje95,Raymond Escarcega
10/16/1960,Physics,82547,Professor,rjf23,rjf23,Richard Forney
9/20/1986,Criminology & Justice Studies,60383,Administrative Coordinator,rjf35,rjf35,Robert Fulton
4/16/1959,Biology,27749,Science Librarian,rjf481,rjf481,Robert Fuller
12/14/1982,Politics,96430,Professor,rjf83,rjf83,Raymond Favocci
12/18/1987,Chemical and Biological Engineering,105586,Professor,rjg647,rjg647,Robert Godshalk
10/12/1989,"""Biodiversity",95299,Research Professor,rjj51,rjj51,Robert Jurgens
8/16/1974,Chemical and Biological Engineering,86816,Professor,rjk446,rjk446,Rob Kane
7/19/1964,Criminology & Justice Studies,102350,Department Head,rjk72,rjk72,Robert Kane
2/16/1966,,41959,Janitor,rjl26,rjl26,Rosemary Lee
2/20/1970,Engineering Leadership and Society,99712,Professor,rjl335,rjl335,Robert LaPointe
11/9/1964,"""Biodiversity",87332,Professor,rjm21,rjm21,Rosalyn McGrath
7/1/1958,Electrical and Computer Engineering,37731,Science Librarian,rjm52,rjm52,Rufus Musick
10/20/1959,Mathematics,96453,Professor,rjm65,rjm65,Robert Mele
11/8/1982,English & Philosophy,97030,Professor,rjm80,rjm80,Roger Magyar
1/24/1970,English & Philosophy,112183,Program Coordinator,rjm923,rjm923,Rose Milford
6/20/1971,Mathematics,104235,Program Coordinator,rjn72,rjn72,Rita Newbold
4/19/1995,Sociology,106185,Professor,rjo12,rjo12,Robert O'Brien
3/8/1955,Global Studies and Modern Languages,61289,Accountant,rjo28,rjo28,Richie Ohler
6/9/1964,Sociology,108349,Professor,rjp29,rjp29,Ryan Petrie
6/3/1991,Chemistry,100293,Professor,rjp60,rjp60,Robert Palisano
6/27/1983,Engineering Leadership and Society,90162,Professor,rjp867,rjp867,Roberto Pace
6/8/1959,"""Biodiversity",88985,Professor,rjs92,rjs92,Ryan Schwabe
1/8/1990,"""Biodiversity",89318,Professor,rjt95,rjt95,Richard Tanner
2/11/1955,Sociology,111734,Professor,rjw182,rjw182,Robert Warkulwiz
4/8/1962,Global Studies and Modern Languages,98289,Professor,rk546,rk546,Rebeca Kane
2/3/1977,English & Philosophy,96232,Professor,rk628,rk628,Richard Knight
9/19/1964,English & Philosophy,105004,Professor,rk703,rk703,Russ Kliman
3/11/1967,"""Biodiversity",99542,Professor,rk721,rk721,Richard King
4/2/1962,History,82779,Professor,rka94,rka94,Rita Adeniran
5/17/1986,Psychological and Brain Sciences,66206,Talent Acquistion Consultant,rkb201,rkb201,Rita Brown
8/22/1983,Mathematics,105201,Professor,rkl799,rkl799,Robert Lee
5/28/1975,English & Philosophy,106140,Professor,rkp37,rkp37,Ronald Perline
9/26/1992,Chemistry,82548,Professor,rks57,rks57,Rosie Sullivan
11/9/1978,Mechanical Engineering and Mechanics,61268,Human Resources,rks86,rks86,Rickey Sharma
4/4/1959,Chemical and Biological Engineering,95137,Professor,rlc83,rlc83,Rachel Casey
7/12/1981,Biology,94692,Program Coordinator,rlc84,rlc84,Renee Churchill
3/23/1951,Psychological and Brain Sciences,59598,Administrative Coordinator,rlh41,rlh41,Rebecca Halsted
11/17/1967,Psychological and Brain Sciences,99018,Professor,rlm46,rlm46,Robert Morier
12/14/1989,,69957,Financial Aid Officer,rlm56,rlm56,Rubi Mcknight
7/18/1989,History,112725,Professor,rlp93,rlp93,Ronald Poveda
2/5/1983,Biology,110958,Professor,rls54,rls54,Randall Sell
10/14/1967,Sociology,98166,Professor,rls94,rls94,Rebecca Siler
1/2/1967,Global Studies and Modern Languages,91472,Professor,rlw77,rlw77,Roberta Waite
2/26/1979,Physics,61445,Human Resources,rlz54,rlz54,Richard Zink
10/18/1994,History,109169,Professor,rm616,rm616,Rosemary Murphy
3/17/1989,Sociology,91335,Professor,rm997,rm997,Reza Moradinezhad
9/13/1982,Mathematics,108294,Senior Advisor,rmb724,rmb724,Roxie Boyce
8/6/1982,History,96424,Professor,rmc54,rmc54,Rita Carroll
2/16/1979,English & Philosophy,94038,Professor,rmc63,rmc63,Rose Corrigan
6/8/1977,Mathematics,100540,Professor,rmd63,rmd63,Rebekka Dieterich-Hartwell
7/5/1986,English & Philosophy,91571,Professor,rme31,rme31,Rosalind Erwin
11/3/1970,Psychological and Brain Sciences,31148,Technician,rmg24,rmg24,Rebecca Gately
1/18/1952,"""Biodiversity",100451,Professor,rmg32,rmg32,Rami George
2/3/1969,Politics,54380,Talent Acquistion Consultant,rmh36,rmh36,Roberto Holly
8/5/1955,Physics,98842,Professor,rmj691,rmj691,Rachel Johnson
1/12/1988,Global Studies and Modern Languages,98109,Professor,rmk41,rmk41,Rachel Kennedy
10/2/1986,Biology,92059,Professor,rmk50,rmk50,Rachael Kratzer
11/10/1991,"""Biodiversity",85037,Professor,rmm10,rmm10,Richard McCourt
4/4/1968,Electrical and Computer Engineering,86630,Professor,rmp21,rmp21,Robert Piasecki
2/4/1990,Mathematics,100350,Professor,rmr14,rmr14,Ryan Roth
9/14/1984,"""Biodiversity",69791,Accountant,rmr23,rmr23,Roseanna Ricker
2/16/1994,Chemical and Biological Engineering,89371,Professor,rms10,rms10,Rochelle Spahn
4/23/1964,Mechanical Engineering and Mechanics,59040,Administrative Coordinator,rms45,rms45,Richard Smith
3/21/1969,"""Biodiversity",96102,Professor,rmt35,rmt35,Renee Turchi
11/21/1985,Sociology,106688,Research Manager,rmv20,rmv20,Roy Varner
3/19/1979,Politics,89833,Adjunct Instructor,rmz77,rmz77,Robert Zubiate
12/28/1953,Engineering Leadership and Society,102221,Professor,rn252,rn252,Rajiv Nag
3/17/1965,Biology,84839,Professor,rn468,rn468,Robert Newby
1/13/1972,Electrical and Computer Engineering,96794,Research Manager,rnc66,rnc66,Ralph Casey
11/1/1956,,63558,Drexel Central Coordinator,rnf20,rnf20,Richard Flores
6/23/1988,Physics,27720,Event Services Specialist,rnf472,rnf472,Robin Fewell
5/23/1983,,61851,Financial Aid Officer,rnf541,rnf541,Ruth Fruman
6/19/1963,,65506,Financial Aid Officer,rnm94,rnm94,Rae Macias
8/2/1990,Mathematics,54286,Software Engineer,rnr89,rnr89,Ruth Roth
5/4/1986,"""Biodiversity",110145,Payroll Administrator,roc45,roc45,Ronald Cortez
10/20/1969,Sociology,103178,Professor,rok23,rok23,Ryan Kelly
3/17/1994,Chemistry,107428,Professor,row40,row40,Robert Weitzner
5/22/1980,Criminology & Justice Studies,106779,Professor,row76,row76,Rosina Weber
4/16/1975,Chemistry,95604,Professor,rp667,rp667,Rachit Pandey
8/8/1961,Psychological and Brain Sciences,102390,Professor,rp674,rp674,Renata Pontes
10/15/1958,History,90231,Professor,rpc55,rpc55,Rena Cumby
2/20/1966,"""Civil",110523,Payroll Administrator,rpc57,rpc57,Roberto Colley
3/3/1962,Global Studies and Modern Languages,101984,Payroll Administrator,rpe61,rpe61,Ruth Epperson
9/1/1951,Chemical and Biological Engineering,83899,Professor,rpf34,rpf34,Richard Freedman
9/21/1961,Chemistry,86976,Professor,rpj649,rpj649,Rolando Jimenez
2/4/1978,"""Civil",81987,Professor,rpl157,rpl157,Robert Loudon
3/26/1955,Communication,108617,Adjunct Instructor,rpl288,rpl288,Ronald Lee
11/24/1988,Physics,88275,Professor,rpm90,rpm90,Ryan Moys
9/21/1964,Biology,83196,Professor,rpp21,rpp21,Risha Patel
9/1/1988,Psychological and Brain Sciences,97892,Professor,rpr46,rpr46,Raymond Rezac
1/1/1973,Communication,104929,Professor,rr322,rr322,Raquel Redmond
10/27/1992,Criminology & Justice Studies,90159,Professor,rr553,rr553,Rachel Reynolds
6/11/1987,Communication,91240,Senior Advisor,rrb295,rrb295,Ralph Briley
12/24/1977,Chemistry,45529,Technician,rrb80,rrb80,Ronald Bissonnette
6/25/1959,,66235,Financial Aid Officer,rrc13,rrc13,Robert Carrasco
6/27/1954,,28117,Public Safety Officer,rrc272,rrc272,Rodney Curnutte
8/10/1966,History,84192,Professor,rrc71,rrc71,Robin Carr
1/12/1965,"""Biodiversity",71338,Assistant Professor,rrd11,rrd11,Richard Duvall
11/14/1978,Materials Science and Engineering,67348,Psychologist,rrd155,rrd155,Ruth Deck
1/21/1984,Biology,83186,Finance Coordinator,rrf833,rrf833,Richard Fay
5/4/1962,Politics,55816,Human Resources,rrg252,rrg252,Randy Gonzales
9/20/1956,Politics,90206,Professor,rrh44,rrh44,Rachael HaileSelasse
10/8/1971,Criminology & Justice Studies,27764,Learning Specialist,rrh92,rrh92,Robert Harris
9/22/1976,Physics,100248,Professor,rri49,rri49,Rebecca Isbill
1/5/1956,Communication,90417,Professor,rrk15,rrk15,Roger Kurtz
3/18/1968,Mathematics,59111,Accountant,rrl225,rrl225,Ryan Lemm
8/1/1974,Communication,107710,Program Coordinator,rrl91,rrl91,Richard Laws
10/1/1967,English & Philosophy,110347,Professor,rrm65,rrm65,Reema Malhotra
1/5/1960,Politics,97905,Research Professor,rrs27,rrs27,Ralph Slater
3/8/1967,Electrical and Computer Engineering,87622,Finance Coordinator,rrs85,rrs85,Raymond Simmons
5/21/1993,,55011,Financial Aid Officer,rrt634,rrt634,Richard Tilman
12/10/1984,Global Studies and Modern Languages,84523,Professor,rrt954,rrt954,Robert Thornburg
2/21/1982,Materials Science and Engineering,97991,Finance Coordinator,rrv72,rrv72,Richard Verdino
12/8/1976,"""Biodiversity",157589,Research Director,rrw88,rrw88,Randall Wurth
7/13/1962,Electrical and Computer Engineering,108902,Professor,rs345,rs345,Reinhard Schweitzer-Stenner
3/26/1984,Communication,109911,Professor,rs599,rs599,R. Scott
8/21/1988,"""Civil",107040,Professor,rs802,rs802,Ricardo Serrano-Padial
3/6/1975,Psychological and Brain Sciences,94482,Professor,rs804,rs804,Rebecca Spiegel
10/5/1976,Criminology & Justice Studies,108366,Research Professor,rsb48,rsb48,Rose Busch
12/9/1954,English & Philosophy,84125,Professor,rsk408,rsk408,Rosalie Kreider
10/8/1953,History,96757,Professor,rsl36,rsl36,Robert Lazzaro
1/15/1975,Sociology,105533,Professor,rsm70,rsm70,Robert Marston
8/27/1991,Chemical and Biological Engineering,97493,Professor,rss91,rss91,Rachel Schade
7/27/1965,Global Studies and Modern Languages,84298,Adjunct Instructor,rtg587,rtg587,Robert Gahagan
10/24/1975,Communication,54524,Research Coordinator,rtr90,rtr90,Roger Rosario
9/2/1974,Sociology,66006,Academic Advisor,rtw35,rtw35,Randolph Woods
7/19/1977,Chemistry,90749,Payroll Administrator,rtw69,rtw69,Richard Wilson
1/21/1959,History,99172,Adjunct Instructor,rvc55,rvc55,Richard Clements
6/13/1955,Physics,104457,Professor,rvp17,rvp17,Richard Pepino
7/5/1967,"""Civil",112309,Professor,rvs227,rvs227,Ronald Smith
11/3/1979,Criminology & Justice Studies,82853,Professor,rwd36,rwd36,Richard Davis
2/22/1960,Global Studies and Modern Languages,141061,Deputy Director,rwh43,rwh43,Roy Hernandez
3/24/1989,Electrical and Computer Engineering,73544,Systems Analyst,rwj32,rwj32,Richard Jeanette
1/26/1963,,43865,Public Safety Officer,rwn84,rwn84,Richard Nath
1/5/1972,Chemistry,44430,Receptionist/Scheduler,rwp47,rwp47,Ray Parks
5/7/1993,Biology,57625,Psychologist,rwt99,rwt99,Ray Tillett
6/9/1986,Chemical and Biological Engineering,28966,Learning Specialist,rww61,rww61,Robert Whistler
5/24/1988,Mathematics,95140,Professor,rww62,rww62,Robert Weber
5/17/1968,Global Studies and Modern Languages,85046,Professor,rwz35,rwz35,Rob Zawatski
6/16/1994,Psychological and Brain Sciences,94595,Professor,ryc31,ryc31,Richard Chiou
