date_of_birth,living_address,is_communter,email,student_program_type,phone,home_address,majors,minors,annual_financial_aid_award,outstanding_balances,drexel_id,drexel_id,drexel_id,drexel_id,full_name
12/24/2000,565 Amber Isle,0,pdl51@drexel.edu,Undergraduate,762-718-8061,565 Amber Isle,Education Specialist in School Psychology,,20000.0,28.47,pdl51,pdl51,pdl51,pdl51,Patrick David Long
11/23/2001,"""3400 Lancaster Avenue Philadelphia",0,pdl53@drexel.edu,Undergraduate,725-682-7974,"""3400 Lancaster Avenue Philadelphia",Doctor in Couple and Family Therapy in Couple and Family Therapy,,18600.0,94.24,pdl53,pdl53,pdl53,pdl53,Patrick Demarcus Lance
3/9/2003,"""101 N 34th Street Philadelphia",0,pdm37@drexel.edu,Undergraduate,644-874-6463,"""101 N 34th Street Philadelphia",Bachelor of Arts in Environmental Studies and Sustainability,,18600.0,77.67,pdm37,pdm37,pdm37,pdm37,Pamela Dawn Martin
9/1/2004,3959 Fairlands Drive,0,pdm58@drexel.edu,Graduate,959-994-1229,3959 Fairlands Drive,Doctor of Philosophy in Physics,,18600.0,0.0,pdm58,pdm58,pdm58,pdm58,Paul Don Montgomery
9/15/2000,7435 East Tulare Avenue,0,pdm673@drexel.edu,Undergraduate,763-785-5646,7435 East Tulare Avenue,Bachelor of Science in Behavioral Health Counseling,,18600.0,0.0,pdm673,pdm673,pdm673,pdm673,Paige Doreen Mendoza
10/14/2003,24147 Clinton Court,0,pdp27@drexel.edu,Graduate,963-946-9876,24147 Clinton Court,Doctor of Philosophy in Pharmacology & Physiology,Minor in Psychology,16200.0,28.74,pdp27,pdp27,pdp27,pdp27,Patricia Dawn Powell
11/24/2004,"""3301 Arch Street Philadelphia",0,pdp54@drexel.edu,Undergraduate,362-654-7349,"""3301 Arch Street Philadelphia",Bachelor of Science in Geoscience,,20000.0,63.53,pdp54,pdp54,pdp54,pdp54,Phillip Daniel Patterson
10/1/1999,Is Affiliated Housing,0,pds29@drexel.edu,Undergraduate,366-626-8026,Is Affiliated Housing,Bachelor of Science in Screenwriting and Playwriting,Minor in Organizational Management,18600.0,0.0,pds29,pds29,pds29,pds29,Pedro Duncan Smeltzer
7/15/2001,835 Shiloh Court,0,pds40@drexel.edu,Undergraduate,912-555-3335,835 Shiloh Court,"Bachelor of Arts in English, Secondary Education Concentration",Minor in Epidemiology,16200.0,70.06,pds40,pds40,pds40,pds40,Paul Dennis Skinner
7/2/2003,1987 Boxer Court,0,pdv52@drexel.edu,Undergraduate,579-524-2852,1987 Boxer Court,Bachelor of Science in Business Administration in Esport Business,,20000.0,47.02,pdv52,pdv52,pdv52,pdv52,Peter David Vasquez
10/8/2002,7096 Park Mesa Way,0,pea753@drexel.edu,Graduate,640-802-1914,7096 Park Mesa Way,Master of Business Administration in Business Administration,,20000.0,0.0,pea753,pea753,pea753,pea753,Peggy Ellen Adam
12/10/1999,236 Alden Road,0,pea78@drexel.edu,Undergraduate,564-124-4785,236 Alden Road,program_name,,20000.0,0.0,pea78,pea78,pea78,pea78,Paula Evelyn Anderson
6/16/2002,4439 Gale Street,0,peb873@drexel.edu,Graduate,911-185-1151,4439 Gale Street,Master of Science in Software Engineering in Software Engineering,,18600.0,13.55,peb873,peb873,peb873,peb873,Penny Erica Best
3/12/2000,169 Avenida Drive,0,pef369@drexel.edu,Graduate,267-452-7084,169 Avenida Drive,Doctor of Philosophy in Mechanical Engineering and Mechanics,,18600.0,0.0,pef369,pef369,pef369,pef369,Paul Eugene Fierro
4/14/2001,2399 East 14th Street,0,peg586@drexel.edu,Graduate,487-247-5168,2399 East 14th Street,Master of Science in Undergraduate STEM Education,,16200.0,0.0,peg586,peg586,peg586,peg586,Paul Eric Gibson
10/6/2003,"""223 N. 34th Street Philadelphia",0,peg99@drexel.edu,Undergraduate,336-186-4923,"""223 N. 34th Street Philadelphia","Bachelor of Arts in English, Literary Studies Concentration",Minor in Criminal Justice,16200.0,0.0,peg99,peg99,peg99,peg99,Paul Ethan Giampietro
7/13/2003,"""3200 Chestnut Street Philadelphia",0,peh68@drexel.edu,Undergraduate,942-328-7634,"""3200 Chestnut Street Philadelphia",Doctor in Couple and Family Therapy in Couple and Family Therapy,Minor in Theatre,16200.0,0.0,peh68,peh68,peh68,peh68,Pearl Etta Hammond
10/17/1999,"""3200 Chestnut Street Philadelphia",0,pem447@drexel.edu,Undergraduate,876-842-4026,"""3200 Chestnut Street Philadelphia",Bachelor of Science in Music Industry,Minor in Computer Science,20000.0,0.0,pem447,pem447,pem447,pem447,Phoebe Emma Morales
9/18/2000,6057 Griffith Avenue,0,pem62@drexel.edu,Undergraduate,605-728-9366,6057 Griffith Avenue,Bachelor of Science in Business Administration in Management Information Systems,,18600.0,0.0,pem62,pem62,pem62,pem62,Patricia Erma Mariska
5/13/1999,3777 Mowry Avenue,0,pem67@drexel.edu,Undergraduate,896-885-3832,3777 Mowry Avenue,Bachelor of Science in Behavioral Health Counseling,Minor in DragonsTeach Middle Years Certification Minor,20000.0,0.0,pem67,pem67,pem67,pem67,Philomena Esther Moore
11/5/2002,15557 Sutter Creek Road,0,peo528@drexel.edu,Graduate,920-845-9161,15557 Sutter Creek Road,Master of Science in Higher Education Leadership,,16200.0,0.0,peo528,peo528,peo528,peo528,Peggy Edith Outwater
12/3/2003,"""223 N. 34th Street Philadelphia",0,per16@drexel.edu,Undergraduate,980-301-6866,"""223 N. 34th Street Philadelphia",Bachelor of Arts in Philosophy,,18600.0,86.22,per16,per16,per16,per16,Peggy Ernestine Rash
12/4/2000,"""101 N 34th Street Philadelphia",0,pes40@drexel.edu,Undergraduate,320-782-6349,"""101 N 34th Street Philadelphia",Bachelor of Science in Custom-Designed Major,,20000.0,0.0,pes40,pes40,pes40,pes40,Philip Elvis Shade
3/19/2002,"""3175 John F Kennedy Boulevard Philadelphia",0,pes54@drexel.edu,Undergraduate,896-535-2315,"""3175 John F Kennedy Boulevard Philadelphia",Bachelor of Science in Westphal Studies Program,Minor in Interdisciplinary Problem Solving,20000.0,0.0,pes54,pes54,pes54,pes54,Pamela Emily Singley
4/10/1999,1011 Devon Drive,0,pes70@drexel.edu,Graduate,299-704-1443,1011 Devon Drive,Master of Family Therapy in Family Therapy,,18600.0,59.21,pes70,pes70,pes70,pes70,Paul Emmett Santos
9/10/2002,"""3200 Chestnut Street Philadelphia",0,pew152@drexel.edu,Undergraduate,287-751-4561,"""3200 Chestnut Street Philadelphia",Bachelor of Science in Chemistry-Biochemistry Concentration,,16200.0,26.96,pew152,pew152,pew152,pew152,Patricia Elaina Woll
12/28/1999,1797 Pasatiempo Drive,0,pew39@drexel.edu,Graduate,340-666-7552,1797 Pasatiempo Drive,Master of Science in Physics,,16200.0,0.0,pew39,pew39,pew39,pew39,Patricia Ellen Williams
6/25/2001,424 Callan Avenue,0,pew41@drexel.edu,Graduate,531-649-7203,424 Callan Avenue,Doctor of Philosophy in Mathematics,,20000.0,0.0,pew41,pew41,pew41,pew41,Patricia Elizabeth Waters
11/27/1999,"""3301 Arch Street Philadelphia",0,pew70@drexel.edu,Undergraduate,511-389-8815,"""3301 Arch Street Philadelphia",Bachelor of Science in Civil Engineering in Civil Engineering,,18600.0,0.0,pew70,pew70,pew70,pew70,Patricia Emmy Willis
5/16/2004,29104 Quartz Lane,0,pfd49@drexel.edu,Graduate,679-583-6313,29104 Quartz Lane,Master of Business Administration in MBA,,16200.0,0.0,pfd49,pfd49,pfd49,pfd49,Patrick Francis Detamore
1/19/2002,4253 San Juan Avenue,0,pfh347@drexel.edu,Undergraduate,337-231-9825,4253 San Juan Avenue,Bachelor of Science in Chemistry,,18600.0,0.0,pfh347,pfh347,pfh347,pfh347,Patrica Frances Holmes
7/21/2003,11256 Palos Verdes Court,0,pfj60@drexel.edu,Graduate,987-837-7299,11256 Palos Verdes Court,Master of Science in Artificial Intelligence and Machine Learning in Artificial Intelligence and Machine Learning,Minor in Computer Engineering,18600.0,0.0,pfj60,pfj60,pfj60,pfj60,Pauline Francisco Jaremka
7/27/2001,826 Webster Street,0,pfm719@drexel.edu,Undergraduate,225-878-5236,826 Webster Street,Bachelor of Science in Architectural Studies,,20000.0,41.42,pfm719,pfm719,pfm719,pfm719,Peter Francis Mottillo
7/27/2001,2335 Orchard View Lane,0,pga98@drexel.edu,Undergraduate,976-593-6817,2335 Orchard View Lane,Bachelor of Science in Business Administration in Business Economics (co-major),,16200.0,0.0,pga98,pga98,pga98,pga98,Paul Gabriel Anderson
2/22/2003,3777 Mowry Avenue,0,pgc49@drexel.edu,Graduate,587-565-2375,3777 Mowry Avenue,Doctor of Business Administration in Business Administration,Minor in Jewish Studies,20000.0,0.0,pgc49,pgc49,pgc49,pgc49,Paul George Carvajal
9/11/2004,1679 Frederick Michael Way,0,pgc64@drexel.edu,Graduate,535-355-9756,1679 Frederick Michael Way,Master of Science in Public Policy,,18600.0,0.0,pgc64,pgc64,pgc64,pgc64,Pedro Garth Crumpton
2/27/1999,928 Wright Avenue,0,pgd44@drexel.edu,Undergraduate,472-450-7072,928 Wright Avenue,Bachelor of Science in Business Administration(BSBA) in International Business,Minor in International Economics,16200.0,0.0,pgd44,pgd44,pgd44,pgd44,Phyllis Glenda Dickson
1/5/2004,37600 Sycamore Street,0,pgg78@drexel.edu,Graduate,395-708-2508,37600 Sycamore Street,Doctor of Nursing Practice in Nurse Anesthesia,Minor in Ecology,20000.0,0.0,pgg78,pgg78,pgg78,pgg78,Patrick George Godsey
7/26/2003,"""3200 Race Street Philadelphia",0,pgg82@drexel.edu,Undergraduate,912-858-4414,"""3200 Race Street Philadelphia",Bachelor of Arts in Chemistry,,16200.0,75.57,pgg82,pgg82,pgg82,pgg82,Phillip Gary Gilchrest
3/11/2000,"""115 N. 32nd Street Philadelphia",0,pgj134@drexel.edu,Undergraduate,986-935-2119,"""115 N. 32nd Street Philadelphia",Bachelor of Science in Exercise Science,,16200.0,0.0,pgj134,pgj134,pgj134,pgj134,Patrick Guy Johnson
9/26/2004,Is Affiliated Housing,0,pgj54@drexel.edu,Undergraduate,821-417-7755,Is Affiliated Housing,Bachelor of Science in Business Administration in Business Economics (co-major),,20000.0,0.0,pgj54,pgj54,pgj54,pgj54,Patricia Genoveva Jernigan
9/11/2000,2632 Jackson Street East,0,pgk13@drexel.edu,Undergraduate,543-689-6040,2632 Jackson Street East,Bachelor of Science in Special Education (PK-12),,20000.0,32.0,pgk13,pgk13,pgk13,pgk13,Patrick Gilberto Kelly
9/15/2000,15267 Hesperian Boulevard,0,pgl11@drexel.edu,Undergraduate,277-296-8112,15267 Hesperian Boulevard,Bachelor of Science in Geoscience,Minor in Women's and Gender Studies,18600.0,0.0,pgl11,pgl11,pgl11,pgl11,Patricia Georgia Lines
8/18/2001,4438 Maine Avenue,0,pgr27@drexel.edu,Undergraduate,621-786-4083,4438 Maine Avenue,Bachelor of Arts in Communication,,18600.0,0.0,pgr27,pgr27,pgr27,pgr27,Philip Gary Reed
9/23/1999,"""101 N 34th Street Philadelphia",0,pgr834@drexel.edu,Undergraduate,586-525-2558,"""101 N 34th Street Philadelphia",Bachelor of Science in Hospitality Management in Hospitality Management,,18600.0,31.56,pgr834,pgr834,pgr834,pgr834,Paul George Reagan
7/25/2004,474 Merritt Avenue,0,pgs13@drexel.edu,Undergraduate,551-335-5180,474 Merritt Avenue,Bachelor of Science in Business Administration in Legal Studies,Minor in Astrophysics,20000.0,0.0,pgs13,pgs13,pgs13,pgs13,Patricia Geneva Shrader
5/11/2002,169 Avenida Drive,0,pgt96@drexel.edu,Undergraduate,763-208-9894,169 Avenida Drive,Bachelor of Science in Exercise Science,,16200.0,55.36,pgt96,pgt96,pgt96,pgt96,Phillip Gary Taylor
6/25/1999,"""325 N. 15th Street Philadelphia",0,pgw39@drexel.edu,Undergraduate,816-983-3599,"""325 N. 15th Street Philadelphia","Bachelor of Arts in Philosophy, Politics and Economics",,18600.0,95.06,pgw39,pgw39,pgw39,pgw39,Patricia Gracie Williams
1/5/2001,2835 Jed Road,0,pha72@drexel.edu,Undergraduate,384-212-2082,2835 Jed Road,Bachelor of Science in Electrical Engineering in Electrical Engineering,Minor in Data Science,20000.0,31.82,pha72,pha72,pha72,pha72,Peter Henry Abreu
11/28/2001,"""3200 Race Street Philadelphia",0,pha90@drexel.edu,Undergraduate,285-830-5103,"""3200 Race Street Philadelphia",Bachelor of Arts in Sociology,,18600.0,59.52,pha90,pha90,pha90,pha90,Paul Howard Angert
12/25/2003,Is Affiliated Housing,0,phb85@drexel.edu,Undergraduate,620-759-9563,Is Affiliated Housing,Bachelor of Arts in Entrepreneurship and Innovation,Minor in Food Studies,16200.0,0.0,phb85,phb85,phb85,phb85,Patrick Henry Brund
5/6/2003,49548 Road 200,0,phb91@drexel.edu,Undergraduate,329-944-9032,49548 Road 200,Bachelor of Science in Business Administration in Legal Studies,,18600.0,0.0,phb91,phb91,phb91,phb91,Paul Harry Budd
11/11/2001,129 Grant Street,0,phg207@drexel.edu,Undergraduate,944-902-4211,129 Grant Street,Bachelor of Science in Health Sciences,,20000.0,9.4,phg207,phg207,phg207,phg207,Patrice Heather Gutierrez
1/17/2000,5715 Saint Matthew Drive,0,phh23@drexel.edu,Undergraduate,345-182-7268,5715 Saint Matthew Drive,"Bachelor of Arts in Philosophy, Politics and Economics",,18600.0,0.0,phh23,phh23,phh23,phh23,Paul Hubert Hernandez
4/24/2000,281 MacArthur Boulevard,0,pig249@drexel.edu,Undergraduate,332-740-3897,281 MacArthur Boulevard,Bachelor of Science in Interior Design,Minor in Linguistics,18600.0,0.0,pig249,pig249,pig249,pig249,Paula Irma Gregory
11/27/2004,2042 High Street,0,pio73@drexel.edu,Graduate,385-102-4441,2042 High Street,Master of Science in Biomedicine and Digital Media,,16200.0,0.0,pio73,pio73,pio73,pio73,Philip Irvin Orefice
9/13/2004,"""3200 Race Street Philadelphia",0,pis88@drexel.edu,Undergraduate,657-590-8871,"""3200 Race Street Philadelphia","Bachelor of Arts in English, Literary Studies Concentration",,18600.0,0.0,pis88,pis88,pis88,pis88,Peggy Ida Sadler
5/4/2003,"""3301 Arch Street Philadelphia",0,pjb25@drexel.edu,Undergraduate,871-724-1120,"""3301 Arch Street Philadelphia",Bachelor of Science in Computing and Security Technology in Computing and Security Technology,,20000.0,91.32,pjb25,pjb25,pjb25,pjb25,Pedro Justin Beaty
6/27/2002,775 47th Street,0,pjb40@drexel.edu,Graduate,315-361-7374,775 47th Street,Master of Laws in Health Care and Pharmaceutical Compliance (LLM) - Quarter Calendar,Minor in Business Consulting,16200.0,0.0,pjb40,pjb40,pjb40,pjb40,Paul James Barker
10/15/2004,3415 Brookdale Drive,0,pjc267@drexel.edu,Graduate,588-945-6718,3415 Brookdale Drive,Doctor of Philosophy in Creative Arts in Therapy,,18600.0,0.0,pjc267,pjc267,pjc267,pjc267,Pamela Janet Crowley
3/21/2004,682 Brighton Way,0,pjc565@drexel.edu,Graduate,271-558-9078,682 Brighton Way,Master of Science in Materials Science and Engineering,Minor in Architecture,20000.0,75.84,pjc565,pjc565,pjc565,pjc565,Paul Jack Casper
2/9/1999,"""223 N. 34th Street Philadelphia",0,pjc60@drexel.edu,Undergraduate,465-459-2125,"""223 N. 34th Street Philadelphia",Bachelor of Science in Physics,Minor in Construction Management,16200.0,0.0,pjc60,pjc60,pjc60,pjc60,Patsy Judy Coyle
3/5/1999,37122 Contra Costa Avenue,0,pjc83@drexel.edu,Undergraduate,763-987-3530,37122 Contra Costa Avenue,Bachelor of Architecture in Architecture,,18600.0,0.0,pjc83,pjc83,pjc83,pjc83,Paul James Callender
12/4/2001,6431 Shattuck Avenue,0,pjd368@drexel.edu,Graduate,435-870-2924,6431 Shattuck Avenue,Master of Science in Population Health Science,Minor in Real Estate Management and Development,16200.0,25.27,pjd368,pjd368,pjd368,pjd368,Patrick Jeffrey Deike
7/25/2002,330 Michell Court,0,pjd70@drexel.edu,Undergraduate,376-511-4655,330 Michell Court,Bachelor of Science in Architectural Engineering in Architectural Engineering,Minor in Sociology,18600.0,0.0,pjd70,pjd70,pjd70,pjd70,Philip John Difonzo
7/18/2004,2035 Ninth Street,0,pjf63@drexel.edu,Undergraduate,510-468-5763,2035 Ninth Street,Bachelor of Science in Electrical Engineering in Electrical Engineering,,20000.0,0.0,pjf63,pjf63,pjf63,pjf63,Phyllis Johnnie Fields
6/8/2004,3365 Wyndham Drive,0,pjh30@drexel.edu,Undergraduate,459-646-6455,3365 Wyndham Drive,Bachelor of Arts in Chemistry,,20000.0,0.0,pjh30,pjh30,pjh30,pjh30,Perry James Harper
8/28/2000,"""3175 John F Kennedy Boulevard Philadelphia",0,pjh69@drexel.edu,Undergraduate,266-135-4357,"""3175 John F Kennedy Boulevard Philadelphia",Bachelor of Science in Biomedical Engineering in Biomedical Engineering,,18600.0,0.0,pjh69,pjh69,pjh69,pjh69,Peter Joseph Haynes
10/3/2002,2337 Nebraska Avenue,0,pjh917@drexel.edu,Graduate,417-327-9917,2337 Nebraska Avenue,Master of Science in Retail & Merchandising,,20000.0,0.0,pjh917,pjh917,pjh917,pjh917,Peggy Jennifer Handy
11/25/2002,24147 Clinton Court,0,pjj11@drexel.edu,Graduate,860-525-1237,24147 Clinton Court,Master of Science in Mechanical Engineering and Mechanics,,20000.0,71.78,pjj11,pjj11,pjj11,pjj11,Pamela Jaime Jackson
4/21/2003,15557 Sutter Creek Road,0,pjj81@drexel.edu,Undergraduate,565-537-9863,15557 Sutter Creek Road,Bachelor of Science in Health Data Analytics,,18600.0,20.78,pjj81,pjj81,pjj81,pjj81,Prince James Jackson
3/16/1999,619 Colusa Avenue,0,pjk42@drexel.edu,Graduate,374-872-3311,619 Colusa Avenue,Doctor of Physical Therapy in Physical Therapy,,18600.0,0.0,pjk42,pjk42,pjk42,pjk42,Phil Jaime King
3/7/2000,3365 Wyndham Drive,0,pjm29@drexel.edu,Undergraduate,439-679-2147,3365 Wyndham Drive,Bachelor of Science in Graphic Design,Minor in Security Technology,16200.0,47.92,pjm29,pjm29,pjm29,pjm29,Patricia Jama Mccreedy
4/4/2001,"""3200 Race Street Philadelphia",0,pjm41@drexel.edu,Undergraduate,519-275-7946,"""3200 Race Street Philadelphia",Bachelor of Science in Business and Engineering in Business and Engineering,,16200.0,0.0,pjm41,pjm41,pjm41,pjm41,Philip Joshua Mcdaniel
8/8/1999,6925 Lariat Lane,0,pjm473@drexel.edu,Graduate,986-477-1163,6925 Lariat Lane,"Master of Science in Teaching, Learning and Curriculum",,16200.0,78.46,pjm473,pjm473,pjm473,pjm473,Pierre James Meyer
1/21/1999,1821 Catalpa Way,0,pjm513@drexel.edu,Graduate,787-528-8446,1821 Catalpa Way,Master of Science in Clinical Research Organization & Management,,18600.0,73.21,pjm513,pjm513,pjm513,pjm513,Patrick James Maldonado
11/22/2000,"""3175 John F Kennedy Boulevard Philadelphia",0,pjm962@drexel.edu,Undergraduate,229-520-3560,"""3175 John F Kennedy Boulevard Philadelphia",Bachelor of Science in Chemical Engineering in Chemical Engineering,,16200.0,66.75,pjm962,pjm962,pjm962,pjm962,Paula Jennifer Myers
9/23/2004,1528 Stafford Avenue,0,pjp177@drexel.edu,Undergraduate,385-514-1661,1528 Stafford Avenue,Bachelor of Science in Business Administration in Technology Innovation Management (co-major),,18600.0,73.42,pjp177,pjp177,pjp177,pjp177,Patrick Jeffrey Pennington
11/10/2001,732 Kevin Court,0,pjp418@drexel.edu,Undergraduate,300-400-8042,732 Kevin Court,Bachelor of Science in Civil Engineering in Civil Engineering,,18600.0,0.0,pjp418,pjp418,pjp418,pjp418,Patrick James Petree
5/5/2001,430 Fig Street,0,pjp45@drexel.edu,Graduate,214-480-6330,430 Fig Street,Master of Science in Information Systems in Information Systems,Minor in Physics,16200.0,0.0,pjp45,pjp45,pjp45,pjp45,Patricia Julie Puotinen
11/24/2001,5715 Saint Matthew Drive,0,pjp498@drexel.edu,Graduate,534-908-8586,5715 Saint Matthew Drive,Master of Science in Engineering Management,Minor in Financial Technology,16200.0,54.1,pjp498,pjp498,pjp498,pjp498,Peggy Jaclyn Pardee
10/2/2001,38676 Greenwich Circle,0,pjp74@drexel.edu,Graduate,355-197-2480,38676 Greenwich Circle,Master of Science in Interior Architecture and Design,,16200.0,0.0,pjp74,pjp74,pjp74,pjp74,Paul James Patten
8/9/2000,612 E Street,0,pjr56@drexel.edu,Undergraduate,228-504-8780,612 E Street,Bachelor of Arts in Economics in Economic Analysis,,20000.0,0.0,pjr56,pjr56,pjr56,pjr56,Patrick James Reynolds
5/27/2003,2902 Flint Street,0,pjr62@drexel.edu,Undergraduate,796-910-1071,2902 Flint Street,Bachelor of Science in Engineering in Engineering,Minor in Computer Science,16200.0,49.45,pjr62,pjr62,pjr62,pjr62,Peter Joseph Russ
3/24/2004,28250 Dickens Avenue,0,pjs10@drexel.edu,Graduate,926-549-5098,28250 Dickens Avenue,Master of Science in Electrical Engineering,,20000.0,84.27,pjs10,pjs10,pjs10,pjs10,Paula Julia Smith
1/21/1999,2064 West Columbia Way,0,pjs96@drexel.edu,Graduate,307-283-6640,2064 West Columbia Way,Master of Science in Engineering Technology,,20000.0,42.0,pjs96,pjs96,pjs96,pjs96,Paul Joseph Still
4/7/2004,152 Teddy Drive,0,pjs97@drexel.edu,Graduate,288-321-6209,152 Teddy Drive,"Master of Science in Quality, Safety and Risk Management in Health Care",Minor in Information Systems,16200.0,0.0,pjs97,pjs97,pjs97,pjs97,Phillip John Smith
2/1/2002,Is Affiliated Housing,0,pjt429@drexel.edu,Undergraduate,413-703-9965,Is Affiliated Housing,Bachelor of Science in Design and Merchandising,Minor in Climate Change,16200.0,0.0,pjt429,pjt429,pjt429,pjt429,Peter James Taylor
10/22/2001,19416 Barclay Road,0,pjt55@drexel.edu,Undergraduate,234-196-2184,19416 Barclay Road,Bachelor of Science in Architectural Studies,Minor in Sport Regulation & Compliance,20000.0,0.0,pjt55,pjt55,pjt55,pjt55,Paul John Taylor
3/10/2002,2064 West Columbia Way,0,pjt79@drexel.edu,Graduate,570-312-2891,2064 West Columbia Way,Master of Science in Drug Discovery and Development,,16200.0,88.9,pjt79,pjt79,pjt79,pjt79,Paul John Turbacuski
6/9/2001,"""3200 Chestnut Street Philadelphia",0,pjv136@drexel.edu,Undergraduate,418-631-3094,"""3200 Chestnut Street Philadelphia",Bachelor of Science in Business Administration in General Business,Minor in History,16200.0,0.0,pjv136,pjv136,pjv136,pjv136,Patricia Joyce Voss
1/1/2004,22062 Cameron Street,0,pjw25@drexel.edu,Graduate,411-423-1126,22062 Cameron Street,Master of Public Health in Community Health and Prevention,,16200.0,0.0,pjw25,pjw25,pjw25,pjw25,Patricia Janice Wickstrom
1/9/2002,2134 West Mills Drive,0,pjw34@drexel.edu,Graduate,317-212-2554,2134 West Mills Drive,Doctor of Philosophy in Environmental Engineering,Minor in Television Industry and Enterprise,18600.0,0.0,pjw34,pjw34,pjw34,pjw34,Polly Janis Willis
2/2/2000,22062 Cameron Street,0,pjw52@drexel.edu,Undergraduate,652-654-8417,22062 Cameron Street,Bachelor of Science in Health Data Analytics,,20000.0,49.75,pjw52,pjw52,pjw52,pjw52,Pedro Jose Williams
8/18/1999,2640 8th Avenue,0,pjw59@drexel.edu,Graduate,208-517-8107,2640 8th Avenue,Doctor of Business Administration in Business Administration,,20000.0,26.51,pjw59,pjw59,pjw59,pjw59,Patricia Jennifer Watson
3/28/2000,Is Affiliated Housing,0,pjw77@drexel.edu,Undergraduate,602-522-9312,Is Affiliated Housing,Bachelor of Science in Data Science in Data Science,,20000.0,80.35,pjw77,pjw77,pjw77,pjw77,Philip Jarred Willick
3/4/2003,"""3200 Race Street Philadelphia",0,pjw92@drexel.edu,Undergraduate,734-421-6685,"""3200 Race Street Philadelphia",Bachelor of Science in Environmental Engineering in Environmental Engineering,Minor in Film Studies,20000.0,77.89,pjw92,pjw92,pjw92,pjw92,Paul Jeffrey Welch
11/16/2004,918 Cheryl Ann Circle,0,pkb89@drexel.edu,Undergraduate,209-690-6564,918 Cheryl Ann Circle,Bachelor of Science in Screenwriting and Playwriting,,20000.0,0.0,pkb89,pkb89,pkb89,pkb89,Phyllis Karen Briceno
12/4/2003,"""3200 Chestnut Street Philadelphia",0,pkc15@drexel.edu,Undergraduate,688-735-6116,"""3200 Chestnut Street Philadelphia",Bachelor of Science in Engineering Technology in Engineering Technology,Minor in Organizational Management,16200.0,0.0,pkc15,pkc15,pkc15,pkc15,Patricia Kathryn Cook
4/9/2000,1732 27th Avenue,0,pkc53@drexel.edu,Undergraduate,467-653-1197,1732 27th Avenue,Bachelor of Science in Business Administration in Sport Business,Minor in Business Consulting,16200.0,0.0,pkc53,pkc53,pkc53,pkc53,Paulette Kimberly Crewe
5/4/1999,3777 Mowry Avenue,0,pkd45@drexel.edu,Graduate,797-619-8697,3777 Mowry Avenue,Master of Science in Peace Engineering,,16200.0,95.23,pkd45,pkd45,pkd45,pkd45,Pamela Kristy Delacruz
9/7/1989,31 Yosemite Avenue,0,pkj50@drexel.edu,Graduate,640-572-3333,31 Yosemite Avenue,Doctor of Business Administration in Business Administration,,18600.0,0.0,pkj50,pkj50,pkj50,pkj50,Peggy Kristina Jones
3/11/2000,4329 Howe Street,0,pkk76@drexel.edu,Graduate,697-302-5993,4329 Howe Street,Master of Science in Design Research in Design Research,,18600.0,53.12,pkk76,pkk76,pkk76,pkk76,Patricia Katherine Kio
4/20/1999,5430 Brookdale Avenue,0,pkp45@drexel.edu,Graduate,927-444-9906,5430 Brookdale Avenue,Master of Science in Complementary and Integrative Health,,18600.0,0.0,pkp45,pkp45,pkp45,pkp45,Patricia Kathy Prejean
10/16/1999,"""3175 John F Kennedy Boulevard Philadelphia",0,pkr97@drexel.edu,Undergraduate,226-502-5061,"""3175 John F Kennedy Boulevard Philadelphia",Bachelor of Science in Game Design & Production,Minor in Education,18600.0,0.0,pkr97,pkr97,pkr97,pkr97,Phyllis Karen Rosenberg
3/2/2004,2443 Sierra Nevada Road,0,pla71@drexel.edu,Undergraduate,272-384-1818,2443 Sierra Nevada Road,Bachelor of Science in Interior Design,,20000.0,0.0,pla71,pla71,pla71,pla71,Pamela Linda Adu
5/3/2001,1821 Catalpa Way,0,plc788@drexel.edu,Undergraduate,771-236-2219,1821 Catalpa Way,Bachelor of Science in Film & Television,,18600.0,0.0,plc788,plc788,plc788,plc788,Pearl Lawanna Couch
11/21/2004,"""115 N. 32nd Street Philadelphia",0,ple18@drexel.edu,Undergraduate,305-767-6962,"""115 N. 32nd Street Philadelphia",Bachelor of Arts in Sociology,,20000.0,60.12,ple18,ple18,ple18,ple18,Pauline Lisa Elliott
5/1/2003,"""3400 Lancaster Avenue Philadelphia",0,plf94@drexel.edu,Undergraduate,954-410-1270,"""3400 Lancaster Avenue Philadelphia",Bachelor of Science in Biomedical Engineering in Biomedical Engineering,,18600.0,0.0,plf94,plf94,plf94,plf94,Pricilla Lindsey File
6/8/2004,"""325 N. 15th Street Philadelphia",0,plg26@drexel.edu,Undergraduate,878-920-7507,"""325 N. 15th Street Philadelphia",Bachelor of Science in Engineering in Engineering,,20000.0,54.59,plg26,plg26,plg26,plg26,Patrick Larry Gonzales
6/9/2004,2522 Fountain Avenue,0,plh15@drexel.edu,Undergraduate,881-937-7443,2522 Fountain Avenue,Bachelor of Science in Architectural Engineering in Architectural Engineering,,18600.0,74.88,plh15,plh15,plh15,plh15,Phyllis Lisa Haith
7/20/2002,6145 East Castro Valley Boulevard,0,plj45@drexel.edu,Graduate,255-649-1126,6145 East Castro Valley Boulevard,Master of Science in Computer Science in Computer Science,Minor in Green Energy and Sustainability,18600.0,0.0,plj45,plj45,plj45,plj45,Patricia Lydia Johnson
